LOT,LOT_TYPE,OWNERNAME,CAREOFNAME,ADDRESS1,ADDRESS2,CITYSTZIP,PROPERTYNAME,ADDRESSOFRECORD,OWNEROFRECORD,YEARBUILT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERUSE_ALLWATERSOURCES_KGAL,ELECTRICITYUSE_KWH,NATURALGASUSE_THERMS,LATITUDE,LONGITUDE
153,1,MENDOTA APARTMENTS INC,EJF REAL ESTATE INC,1428 U ST NW, ,"WASHINGTON, DC 20009-8010",Mendota Apartments,2220 20TH ST NW,MENDOTA APARTMENTS INC,1901,Multifamily Housing,87737,100,44,42,49,47,216,2.461903188,"1,802",37520,37337,38.91880539,-77.04635548
833,2,MEPT 777 6TH STREET LLC,ALTUS GROUP,PO BOX 92129, ,"SOUTHLAKE, TX 76092-0102",777 Sixth Street NW - 2781,0777 6TH ST,MEPT 777 6TH STREET LLC,2005,Office,202184,80,56.4,56.4,177,177,1381.2,6.8314011,2403.3,3196651,0,38.89937185,-77.01958964
16,1,METHODIST HOME OF D C INC, ,4901 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20008-2022",The Methodist Home of DC and Forest Side Assisted Living,4901 CONNECTICUT AV NW,METHODIST HOME OF D C INC,1926,Senior Care Community,82300,6,181,181,321,320,1208,14.67800729,"5,401",1509115,97633,38.95395917,-77.06820777
22,1,METROPLITAN SQUARE ASSOCIATES LLC,BOSTON PROPERTIES/UNIT 200,2200 PENNSYLVANIA AVE NW, ,"WASHINGTON, DC 20037-1701",Metropolitan Square,0613 15TH ST NW,METROPLITAN SQUARE ASSOCIATES LLC,1982,Office,713149,80,58.1,57.9,182.3,181.8,5250,7.361715434,33903.7,12145180,0,38.89799759,-77.03279231
82,1,MICHAEL KAIN,MICHAEL KAIN CO,1601 CONNECTICUT AVE NW STE, ,"WASHINGTON, DC 20009-1070",The Caravel,1601 CONNECTICUT AV NW,MICHAEL KAIN,1970,Office,52562,70,63,63,174,173,339,6.449526274,"1,290",681036,5321,38.91137071,-77.04405909
50,1,MIKEONE EK M STREET HOLDINGS LLC, ,18851 NE 29TH AVE STE 303, ,"AVENTURA, FL 33180-2813",2025 M Street (DDOE),2025 M ST NW,2025 M STREET ASSOCIATES LLC,1971,Office,293459,65,85.4,85.4,268.1,268.2,2279.5,7.767694976,3099.4,5275631,0,38.906079,-77.04578654
830,2,MILLBANK PARTNERS MASS AVE LIMITED PARTNERSHIP, ,3299 K ST NW STE 700, ,"WASHINGTON, DC 20007-4438",Courtyard Marriott,1600 RHODE ISLAND AV NW,MILLBANK PARTNERS MASS AVE LIMITED PARTNERSHIP,1998,Hotel,119781,19,118.9,119.4,260.7,261.3,1153.7,9.631744601,"5,544",1981993,56017,38.90666174,-77.03697374
852,2,MORRIS & GWENDOLYN CAFRITZ FOUNDATION,BORGER MGMT INC,1825 K ST NW STE 1250, ,"WASHINGTON, DC 20006-1202",Miramar Apartments,1301 15TH ST NW,MORRIS & GWENDOLYN CAFRITZ FOUNDATION,1936,Multifamily Housing,118512,7,86.2,87.1,131,132,711.2,6.001080059,3874265.7,674293.4,79093.325,38.9076637,-77.03418423
1039,1,MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,BORGER MANAGEMENT INC,1825 K ST NW STE 1250, ,"WASHINGTON, DC 20006-1202",Majestic Apartments,3200 16TH ST NW,MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1938,Multifamily Housing,126238,66,44.1,44.5,59.9,60.2,355.9,2.819277872,4265035.5,239525.2,47551.015,38.93101052,-77.03705623
68,1,MOUNT VERNON PLAZA ASSOCIATES & DISTRICT OF COLUMBIA,RED MORTGAGE CAPITAL LLC,1717 MAIN ST STE 900, ,"DALLAS, TX 75201-4687",Mount Vernon Plaza Associates,0930 M ST NW,MOUNT VERNON PLAZA ASSOCIATES & DISTRICT OF COLUMBIA,1989,Multifamily Housing,219559,0,17.6,17.6,55.4,55.3,524.3,2.38796861,10679.6,1213460,0,38.90527746,-77.02544719
99,1,MP PPH LLC,EDGEWOOD MGMT CORP,9711 WASHINGTONIAN BLVD, ,"GAITHERSBURG, MD 20878-7365",Marbury Plaza,2300 GOOD HOPE RD,MARBURY REAL ESTATE LLC,1966,Multifamily Housing,870359,47,71,70,123,121,4913,5.644797147,"45,329",5949851,413352,38.86507316,-76.97415085
814,2,MRP 600 RI LLC, ,3050 K ST NW STE 125, ,"WASHINGTON, DC 20007-5122",Sandrock Associates L/P,0600 - 0602 RHODE ISLAND AV NE,SANDROCK ASSOCIATES LIMITED PARTNERSHIP,1921,Self-Storage Facility,51256,0,8,8,26,26,57,1.112064929,63,124986,0,38.92088561,-76.99870326
30,1,MS 1300 FIRST ST LLC,THE JBG COMPANY,4445 WILLARD AVE FL 4, ,"CHEVY CHASE, MD 20815-3690",1300 First St NE,1300 1ST ST NE,MS 1300 FIRST ST LLC,1926,Office,59178,73,71,70,219,215,512,8.651863868,512,1109436,992,38.90752564,-77.00639675
677,1,MT PLEASANT ASSOCIATES LLC, ,1730 M ST NW STE 408, ,"WASHINGTON, DC 20036-4517",Park Pleasant Apartments,3322 MOUNT PLEASANT ST NW,MT PLEASANT ASSOCIATES LLC,1968,Multifamily Housing,51428,45,76,76,123,121,472,9.177879754,"7,045",491353,46555,38.93361924,-77.03959985
80,1,MULLEN MANAGEMENT COMPANY INC,TRAMMELL CROW REALTY,901 15TH ST NW STE 120, ,"WASHINGTON, DC 20005-2336",McPherson Building,0901 15TH ST NW,MULLEN MANAGEMENT COMPANY INC,1987,Office,355204,91,51.8,51.7,162.5,162.5,2135.5,6.012038153,3225.9,4675509,0,38.90160618,-77.03308946
195,1,N H STREET PARTNERS HOLDINGS LLC, ,11 E 44TH ST FL 1000, ,"NEW YORK, NY 10017-0058",1200 New Hampshire,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,1979,Office,284658,49,62.6,62.6,196.6,196.6,3063.1,10.76063206,9962.5,7088993,0,38.90571072,-77.04767874
816,2,N S P VENTURES CORPORATION, ,16800 WESTGROVE DR STE 200A, ,"ADDISON, TX 75001-5188",United States Mint Building,0801 9TH ST NW,N S P VENTURES CORPORATION,1999,Office,248052,66,64.2,64.2,201.7,201.7,2025.5,8.165626562,"6,029",4687767,0,38.90034189,-77.02354829
84,1,N19 ASSOCIATES LLC,THE LENKIN COMPANY,4922A SAINT ELMO AVE, ,"BETHESDA, MD 20814-6056",1300 19th St NW,1300 - 1909 19TH ST NW,N19 ASSOCIATES LLC,1978,Office,132359,82,60.1,60.1,188.7,188.7,1014.7,7.666271277,1538.9,2348487,0,38.90746512,-77.04402588
833,2,NANCY L ANDRACSEK TRUSTEE, ,2501 Q ST NW, ,"WASHINGTON, DC 20007-4301",The Chancery Apartments,3130 WISCONSIN AV NW,NANCY L ANDRACSEK TRUSTEE,1942,Multifamily Housing,187455,42,82.5,83.2,124.2,124.8,1115.7,5.951828439,7660.2,1007091,123453.3426,38.93127784,-77.07324989
830,2,NANCY L ANDRACSEK TRUSTEE, ,2501 Q ST NW, ,"WASHINGTON, DC 20007-4301",State House,2122 MASSACHUSETTS AV NW,NANCY L ANDRACSEK TRUSTEE,1951,Multifamily Housing,244904,66,77,76,121,120,1377,5.622611309,"12,989",1382057,140362,38.91069876,-77.04825085
843,2,NAS TITLE HOLDING LLC,NATIONAL ACADEMY OF SCIENCES,2101 CONSTITUTION AVE NW, ,"WASHINGTON, DC 20418-0007",Keck Center,0500 5TH ST,NAS TITLE HOLDING LLC,2002,Other,373035,0,71,71,222,222,3526,9.452196175,"7,675",7719627,0,38.89657442,-77.01939266
17,1,NATCA MEMBERSHIP INVESTMENT INC, ,1325 MASSACHUSETTS AVE NW, ,"WASHINGTON, DC 20005-4171",Krasner Building,1325 MASSACHUSETTS AV NW,NATCA MEMBERSHIP INVESTMENT INC,1965,Office,67394,89,57,56,130,127,385,5.712674719,811,663389,15459,38.90546238,-77.03053199
58,1,NATIONAL ACADEMY OF SCIENCES,COMPTROLLER,2101 CONSTITUTION AVE NW, ,"WASHINGTON, DC 20418-0007",NAS Bldg,2101 CONSTITUTION AV NW,NATIONAL ACADEMY OF SCIENCES,1924,Office,109303,72,53,52,165,165,1507,13.78736174,"4,077",2682768,0,38.89294952,-77.04775962
849,2,NATIONAL ASSOC SECURITIES DEALERS INC,FINANCE DEPT,9509 KEY WEST AVE, ,"ROCKVILLE, MD 20850-3329",FINRA,1735 K ST NW,NATIONAL ASSOC SECURITIES DEALERS INC,1962,Financial Office,96720,48,82,82,259,258,993,10.26674938,"1,762",2173452,0,38.90293225,-77.04093419
76,1,NATIONAL ASSOCIATION  OF BROADCASTERS, ,1771 N ST NW, ,"WASHINGTON, DC 20036-2800",NAB,1771 N ST NW,NATIONAL ASSOCIATION  OF BROADCASTERS,1969,Office,73315,38,92,91,289,285,679,9.261406261,"1,527",1485467,0,38.90751925,-77.04130848
94,1,NATIONAL ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN, ,1313 L ST NW STE 500, ,"WASHINGTON, DC 20005-4101",National Association for the Education of Young Children,1313 L ST NW,NATIONAL ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN,1984,Office,118722,84,49,49,155,155,824,6.940583885,945,1803974,0,38.90408625,-77.03056947
13,1,NATIONAL ASSOCIATION OF REALTORS, ,430 N MICHIGAN AVE, ,"CHICAGO, IL 60611-4011",06270013_500 New Jersey Avenue,0500 NEW JERSEY AV,NATL ASSOCIATION OF REALTORS,2004,Office,105000,65,72.8,72.8,228.6,228.6,940.2,8.954285714,1982.5,2176042,0,38.89644619,-77.01192033
812,2,NATIONAL CHILDRENS CENTER INC, ,6200 2ND ST NW, ,"WASHINGTON, DC 20011-1426",National Children's Center,6200 2ND ST NW,NATIONAL CHILDRENS CENTER INC,1950,Financial Office,67199,93,35,35,109,109,324,4.82150032,102,710312,0,38.96543385,-77.01450871
883,2,NATIONAL GEOGRAPHIC SOCIETY, ,1145 17TH ST NW, ,"WASHINGTON, DC 20036-4701",NGS Headquarters,1145 17TH ST,NATIONAL GEOGRAPHIC SOCIETY,1964,Office,598351,77,89.5,89.6,227.7,227.8,7055.7,11.79190809,11280.6,13990710,190397.201,38.90514032,-77.03810198
60,1,NATIONAL GUARD ASSOCIATION OF THE UNITED STATES INC,DONOHOE REAL ESTATE SVC,7101 WISCONSIN AVE, ,"BETHESDA, MD 20814-4871",One Mass Ave,0001 MASSACHUSETTS AV NW,NATIONAL GUARD ASSOCIATION OF THE UNITED STATES INC,1991,Office,335283,80,60,60,187,187,1556,4.640855635,"1,813",3405681,0,38.89812042,-77.00962234
74,1,NATIONAL HISPANIC COUNCIL ON AGING,THE WALKER BRIDGE,734 15TH ST NW STE 1050, ,"WASHINGTON, DC 20005-1038",Casa Iris Apartments,2201 12TH ST NW,NATIONAL HISPANIC COUNCIL ON AGING,1997,Multifamily Housing,328289,100,10,10,21,21,303,0.922967264,"2,003",454411,18000,38.91953751,-77.02777256
17,1,NATIONAL HOUSING CENTER CORPORATION, ,1201 15TH ST NW, ,"WASHINGTON, DC 20005-2899",The National Housing Center Corporation,1201 15TH ST,NATIONAL ASSOC OF HOME BUILDERS OF U S,2001,Office,125815,91,60,60.2,162,162.3,1605.8,12.76318404,1687.4,3344513,30284.686,38.90589493,-77.03368241
842,2,NATIONAL PLACE LAND COMPANY LLC,QUADRANGLE,1001 G ST NW STE 700W, ,"WASHINGTON, DC 20001-4549",National Theatre,1321 PENNSYLVANIA AV,NATIONAL PLACE LAND COMPANY LLC,1910,Performing Arts,57202,0,48,47,149,148,429,7.499737771,622,938829,0,38.89646823,-77.03041008
805,2,NATIONAL PRESBYTERIAN CHURCH INC, ,4101 NEBRASKA AVE NW, ,"WASHINGTON, DC 20016-2735",National Presbyterian Church Inc,4120 - 4124 VAN NESS ST NW,NATIONAL PRESBYTERIAN CHURCH INC,1927,Mixed Use Property,115360,0,116,115,233,231,1263,10.94833564,"2,338",1887605,75483,38.94209773,-77.08105488
812,2,NATIONAL RAILROAD PASSENGER CORPORATION  AMTRAK, ,60 MASSACHUSETTS AVE NE, ,"WASHINGTON, DC 20002-4285","FLUORINE, LLC",0900 2ND ST NE,FLUORINE LLC,1908,Office,216560,31,84,83,264,262,941,4.345216106,"2,403",2060406,0,38.90093759,-77.00392622
804,2,NATIONAL SAVINGS & TRUST COMPANY TRUSTEES,WILLIAM C SMITH & C0,1100 NEW JERSEY AVE SE # 1000, ,"WASHINGTON, DC 20003-3302",Clarence House,4530 CONNECTICUT AV NW,NATIONAL SAVINGS & TRUST COMPANY TRUSTEES,1964,Multifamily Housing,168367,79,49,49,89,88,402.1,2.388235224,2842,266619.9,54053.729,38.94904084,-77.06695272
40,1,NATIONAL SHRINE OF THE IMMACULATE CONCEPTION, ,400 MICHIGAN AVE NE, ,"WASHINGTON, DC 20017-1517",Basilica of the National Shrine of the Immaculate Conception,0400 MICHIGAN AV NE,NATIONAL SHRINE OF THE IMMACULATE CONCEPTION,1959,Worship Facility,248643,2,96.5,102.7,234,218.6,2105.7,8.468768475,8876.9,3772892,89595,38.933464,-77.00072922
809,2,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION, ,1776 D ST NW, ,"WASHINGTON, DC 20006-5303",DAR Building,1776 D ST NW,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,1903,Other - Entertainment/Public Assembly,221828,0,72,71,174,172,1553,7.000919631,"3,391",2821867,49660,38.89393737,-77.04062621
53,1,NBL ASSOCIATES LP,GUARDIAN REALTY MGMT INC,6000 EXECUTIVE BLVD STE 400, ,"N BETHESDA, MD 20852-3857",NBL Associates,0800 9TH ST SW,NBL ASSOCIATES LP,1987,Office,160748,74,77.5,77.5,243.5,243.5,1186.5,7.381118272,1659.6,2746059,0,38.88044989,-77.02414653
37,1,NCRC 740 LLC, ,727 15TH ST NW STE 900, ,"WASHINGTON, DC 20005-6027",740 15th Street NW,750 15TH ST,JBC FUNDS 740 LLC,1907,Office,207654,74,49.9,49.9,156.7,156.7,1263.2,6.083196086,2138.7,2923392,0,38.89986753,-77.03408856
35,1,NEON 23 LLC,"EMPIRE LEASING, INC",1627 K ST NW LOWR LEVEL, ,"WASHINGTON, DC 20006-1702","NEON 23, LLC",1023 15TH ST NW,NEON 23 LLC,1985,Office,66909,6,124,123,388,385,809,12.09104904,"1,195",1770569,0,38.90338395,-77.03417763
62,1,NEW FAIRMONT L.P.,DC HOUSING FINANCE AGENCY,815 FLORIDA AVE NW # 209, ,"WASHINGTON, DC 20001-3017",New Fairmont,1401 FAIRMONT ST NW,NEW FAIRMONT L.P.,1912,Multifamily Housing,89530,50,164,163,516,511,264,2.948732269,"7,506",577598,0,38.92475824,-77.03293523
103,1,NEW YORK UNIVERSITY,OFFICE OF LEGAL COUNSEL,70 WASHINGTON SQ S, ,"NEW YORK, NY 10012-1019",New York University Washington DC,1307 L ST,NEW YORK UNIVERSITY,2012,College/University,69600,0,76,76,182,182,555,7.974137931,"1,634",1000615,18521,38.90402577,-77.03027196
805,2,NINETEENTH STREET BAPTIST CHURCH, ,4606 16TH ST NW, ,"WASHINGTON, DC 20011-4329",Nineteenth Street Baptist Church,4606 16TH ST NW,NINETEENTH STREET BAPTIST CHURCH,1950,Worship Facility,80976,0,43,44,73,73,273,3.371369295,441,312101,24513,38.94672089,-77.03715279
7000,3,NJA GARAGE LLC,RANGER PROPERTIES LLC,80 8TH AVE # 1010, ,"NEW YORK, NY 10011-5126",Capitol Hill Tower Housing Cooperative-SV,1000 NEW JERSEY AV,CAPITOL HILL TOWER HOUSING COOPERATIVE INCF,2006,Multifamily Housing,407026,100,11.7,11.7,34,33.9,588.3,1.445362213,12936.3,1291094,5732.844,38.87805643,-77.00404162
59,1,NOIRO SOUTH LLC,FAIRFAX AT EMBASSY ROW,2100 MASSACHUSETTS AVE NW, ,"WASHINGTON, DC 20008-2807",Fairfax at Embassy Row,2100 MASSACHUSETTS AV,NOIRO SOUTH LLC,1927,Office,217504,44,112,0,0,235,2204.7,10.13636531,,3633695,119567.646,38.91040785,-77.04718442
801,2,NORMANDIE LLC,BORGER MGT,1111 14TH ST NW STE 200, ,"WASHINGTON, DC 20005-5622",Normandie,6817 GEORGIA AV NW,NORMANDIE LLC,1936,Multifamily Housing,91752,61,73,73,125,123,527,5.743744006,"3,835",613705,46389,38.9729656,-77.02655513
16,1,NORTH CAPITOL AT PLYMOUTH INC, ,911 N STUDEBAKER RD, ,"LONG BEACH, CA 90815-4900",North capitol at plymouth,5233 NORTH CAPITOL ST NE,NORTH CAPITOL AT PLYMOUTH INC,2005,Multifamily Housing,60487,40,47,46,123,123,304,5.025873328,"1,974",591738,6322,38.95424259,-77.00862938
60,1,NORTHUMBERLAND APARTMENTS INC,TILTON BERNSTEIN MGMT,1827 14TH ST NW, ,"WASHINGTON, DC 20009-4425",Northumberland Apartments Inc,2039 NEW HAMPSHIRE AV NW,NORTHUMBERLAND APARTMENTS INC,1908,Multifamily Housing,104390,100,13.1,13.1,18.5,18.6,90.1,0.863109493,2701.6,69854,11277.508,38.91779009,-77.03534446
825,2,NORTHWESTERN DEVELOPMENT CO,SUITE 801,1150 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20036-4104",Northwestern Building,1800 G ST NW,NORTHWESTERN DEVELOPMENT CO,1970,Office,813848,84,57.4,57.6,161.2,161.4,4799.8,5.89766148,8621.2,10301030,65742.354,38.89802254,-77.04257039
38,1,NORTHWESTERN DEVELOPMENT COMPANY B,SUITE 801,1150 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20036-4104",Connecticut Building,1150 CONNECTICUT AV NW,NORTHWESTERN DEVELOPMENT COMPANY B,1975,Office,246682,86,66,66.3,166.1,166.5,1558,6.315823611,2898.9,2915052,2934.807,38.90536387,-77.04134142
41,1,NSHE TEMPLE LLC,RYAN LLC/ DEPT 211,PO BOX 4900, ,"SCOTTSDALE, AZ 85261-4900",D.C. Hyatt Regency,0400 NEW JERSEY AV NW,NSHE TEMPLE LLC,1976,Hotel,605014,76,78,78,165,165,4436,7.332061737,"26,354",7023480,231110,38.89542514,-77.01166767
842,2,NSV RESIDENTIAL LLC, ,1333 N ST NW, ,"WASHINGTON, DC 20005-3601",NSTRVILLLP,1301 14TH ST NW,N STREET VILLAGE INC,1994,Multifamily Housing,125929,9,32.7,32.8,52.4,52.5,298.5,2.370383311,5117,319449.6,30233.822,38.90752864,-77.0314131
24,1,OCEAN VIEW DEVELOPMENT COMPANY LP,BOSTON PROPERTIES/UNIT 200,2200 PENNSYLVANIA AVE NW, ,"WASHINGTON, DC 20037-1701",Capital Gallery,0600 MARYLAND AV SW,OCEAN VIEW DEVELOPMENT COMPANY LP,1982,Office,628340,90,54.1,54.1,168.9,168.9,3894.8,6.198554922,25314.4,8976343,3000.702,38.88598743,-77.02090196
807,2,OLIVE LIMITED PARTNSHIP, ,1612 K ST NW, ,"WASHINGTON, DC 20006-2802",International Office Building - 1319 F Street,1319 - 1321 F ST NW,OLIVE LIMITED PARTNSHIP,1912,Office,64850,72,79,79,207,207,550,8.481110254,"1,566,208",1065764,11843,38.89764326,-77.03059701
812,2,OMNI SHOREHAM CORPORATION,OMNI HOTELS MANAGEMENT CORP,4001 MAPLE AVE STE 500, ,"DALLAS, TX 75219-3241",Omni Shoreham Hotel,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,1930,Hotel,791548,41,95,95.2,211.6,211.9,8560.6,10.81501059,52793.8,14943000,394666.024,38.92233962,-77.05370758
813,2,ONTARIO OWNERS INC, ,2853 ONTARIO RD NW, ,"WASHINGTON, DC 20009-2224",Ontario Owners Inc.,2853 ONTARIO RD NW,ONTARIO OWNERS INC,1906,Multifamily Housing,198381,99,46.1,48,53.2,64,518.5,2.613657558,4167.3,133745.9,86805.395,38.92591504,-77.04248207
893,2,OPERATING ENGINEERS FUND, ,525 NEW JERSEY AVE NW, ,"WASHINGTON, DC 20001-2019",Washington Court Hotel on Capitol Hill,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,1983,Hotel,275396,52,87.7,92,222,207.1,2397.5,8.705645688,"21,069",4446286,89747.021,38.89680117,-77.01087294
800,2,ORGANIZATION OF AMERICAN STATES (OAS), ,17TH  CONSTITUTION AV NW, ,"WASHINGTON, DC 20006",Organization of American States,0201 17TH ST NW,ORGANIZATION OF AMERICAN STATES (OAS),1910,Office,86533,1,28472,27525,34328,33188,207501,2397.94067,752,1240216,0,38.89282716,-77.04061527
68,1,OXFORD MANOR LP,CPDC SUITE 250,5513 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20015-2647",Oxford Manor Apartments,2607 BOWEN RD,OXFORD MANOR LP,1977,Multifamily Housing,279872,58,51.9,55,96.8,101.5,1235.8,4.415589984,13209.9,1727797,92181.882,38.85921939,-76.9905052
117,1,PALACE LAUNDRY LLC, ,713 LAMONT ST NW, ,"WASHINGTON, DC 20010-1526",ALSCO,0735 LAMONT ST NW,PALACE LAUNDRY INC,1940,Manufacturing/Industrial Plant,79022,0,106,106,224,224,789,9.984561261,"26,510,745",1248614,41239,38.93115984,-77.02550865
857,2,PALISADES LLC, ,4066 CHANCERY CT NW, ,"WASHINGTON, DC 20007-2142",The Palisade Apartments,4540 MACARTHUR BLVD,PALISADES LLC,1954,Multifamily Housing,56032,100,10,10,32,32,71,1.267133067,"1,997",155346,0,38.90868802,-77.08677503
42,1,PARCEL 47D LLC,REPUBLIC PROPERTIES,1280 MARYLAND AVE SW, ,"WASHINGTON, DC 20024-2142",PORTALS III-1201 Maryland Avenue,1201 MARYLAND AV,PARCEL 47D LLC,2005,Office,806904,88,46,46,146,146,7225,8.953977177,"4,638",7064926,0,38.88465719,-77.02941907
832,2,PARCEL 49B LIMITED PARTNERSHIP, ,1280 MARYLAND AVE SW STE 280, ,"WASHINGTON, DC 20024-2150",Portals I - 1250/1280 Maryland Ave,1250 MARYLAND AV SW,PARCEL 49B LIMITED PARTNERSHIP,1992,Office,800000,84,59,59,187,187,10396,12.995,"8,179",10165080,0,38.88367994,-77.0290614
833,2,PARCEL 49C LIMITED PARTNERSHIP,REPUBLIC PROPERTIES,1280 MARYLAND AVE SW STE 280, ,"WASHINGTON, DC 20024-2150",Portals II,0445 12TH ST SW,PARCEL 49C LIMITED PARTNERSHIP,1995,Office,633800,71,92,91,288,287,17667,27.87472389,"10,653",17275320,0,38.88332587,-77.02884547
847,2,PARCEL FIVE ASSOCIATES,HORNING BROTHERS,1350 CONN AVE NW STE 800, ,"WASHINGTON, DC 20036-1733",Claypoole Courts,1408 - 1432 GIRARD ST NW,PARCEL FIVE ASSOCIATES,1983,Multifamily Housing,71013,6,86,86,269,269,814,11.46268993,"6,814",1781020,0,38.92512991,-77.03347341
157,1,PARCEL ONE PHASE ONE ASSOCIATES,W H H TRICE & CO,4029 IRONBOUND RD STE 300, ,"WILLIAMSBURG, VA 23188-2549",Parcel One Phase One Associates,0401 K ST NW,PARCEL ONE PHASE ONE ASSOCIATES,1980,Multifamily Housing,237792,0,75.6,76.1,141.3,141.8,1473.7,6.197433051,21537.9,2068202,109297.715,38.90315758,-77.01692044
651,1,PARK REGENT LLC,FRED A SMITH CO,730 24TH ST NW STE 19, ,"WASHINGTON, DC 20037-2518",Park Regent Apartments,1701 PARK RD NW,PARK REGENT LLC,1910,Multifamily Housing,64410,95,72,0,97,0,303,4.704238472,"1,930",195014,37378,38.93293973,-77.03910732
20,1,"PARKCREST, LLC", ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",2300 - 2308 41st ST NW,2300 - 2308 41ST ST NW,"PARKCREST, LLC",1927,Multifamily Housing,55400,43,73,72,115,113,295,5.324909747,"2,573",293855,30254,38.92031051,-77.0806614
11,1,"PARKCREST, LLC", ,5301 WISCONSIN AVE NW STE 600, ,"WASHINGTON, DC 20015-2044",4101 W St NW,4101 W ST NW,"PARKCREST, LLC",1926,Multifamily Housing,55144,45,73,73,113,112,289,5.240824024,"2,266",280837,30219,38.91959676,-77.0806606
47,1,PARKSIDE SENIOR L P,VICTORY HOUSING INC,11400 ROCKVILLE PIKE STE 505, ,"ROCKVILLE, MD 20852-3022",Parkside Senior LP,600 BARNES ST,PARKSIDE SENIOR L P,2012,Multifamily Housing,89423,55,39,39,114,114,438,4.89806873,"2,440",916765,3594,38.9002244,-76.95245373
3,1,PARKSIDE TERRACE DEVELOPMENT LLC,EDGEWOOD MANAGEMENT CORP,20316 SENECA MEADOWS PKWY, ,"GERMANTOWN, MD 20876-7004",the overlook,3700 9TH ST SE,PARKSIDE TERRACE DEVELOPMENT LLC,1968,Multifamily Housing,319569,100,13.6,13,36.6,37,482.3,1.509220231,6995.8,1000248,9432.315,38.83566218,-76.99412145
154,1,PARKWAY PLAZA ASSOCIATES LLC,BORGER MGMT INC,1825 K ST NW STE 1250, ,"WASHINGTON, DC 20006-1202",Parkway Plaza - 3,1835 - 1855 24TH ST NE,PARKWAY PLAZA ASSOCIATES,1962,Multifamily Housing,64366,1,189,188,305,299,912,14.1689712,"7,307",966523,88520,38.91517931,-76.97092783
153,1,PARKWAY PLAZA ASSOCIATES LLC,BORGER MGMT INC,1825 K ST NW STE 1250, ,"WASHINGTON, DC 20006-1202",Parkway Plaza - 2,1811 - 1831 24TH ST NE,PARKWAY PLAZA ASSOCIATES,1962,Multifamily Housing,62904,90,41,41,82,81,231,3.672262495,"3,973",336588,14509,38.91471427,-76.97098941
4,1,PENN B RECREATION, ,1293 TAYLOR ST NW, ,"WASHINGTON, DC 20011-5617",Library of Congress,1291 TAYLOR ST NW,PENN B RECREATION,1960,Office,88808,0,80,80,198,197,737,8.29880191,354,1359600,21919,38.9413352,-77.02846776
815,2,PENN VIEW INVESTMENT LLC,WILLIAM C SMITH & CO STE 1000,1100 NEW JERSEY AVE SE, ,"WASHINGTON, DC 20003-3302",Penn View Apartments,2515 R ST SE,PENN VIEW INVESTMENT LLC,1963,Multifamily Housing,81324,21,83,82,143,141,532,6.541734297,"4,161",635379,45528,38.8688266,-76.96978954
38,1,PENNSYLVANIA BUILDING ASSOCIATES LP,WILLCO,7811 MONTROSE RD STE 200, ,"POTOMAC, MD 20854-3353",1275 Penn Ave NW,0425 13TH ST NW,PENNSYLVANIA BUILDING ASSOCIATES,1956,Office,289184,84,41.7,41.7,131,131,1259.8,4.356395928,3589.1,2915698,0,38.89578129,-77.02921004
820,2,PENNSYLVANIA HOUSE ASSOCIATION,LENKIN COMPANY,4922A SAINT ELMO AVE, ,"BETHESDA, MD 20814-6056",2424 Pennsylvania,2424 PENNSYLVANIA AV NW,PENNSYLVANIA HOUSE ASSOCIATION,1962,Multifamily Housing,112936,84,48,48,116,115,479,4.241340228,"5,306",862174,16039,38.90289835,-77.05230001
157,1,PENTACLE LIMITED PARTNERSHIP,HORNING BROTHERS,1350 CONN AVE NW STE 800, ,"WASHINGTON, DC 20036-1733",Azeeze Bates,1501 - 1523 BENNING RD NE,PENTACLE LIMITED PARTNERSHIP,1975,Multifamily Housing,181010,6,4.8,4.8,15,15,47.5,0.262416441,4545,109943,0,38.89938828,-76.98256662
